wavenumber [cm^-1],absorbance
2893.4461,0.325506
2894.3836,0.328272
2895.3212,0.331707
2896.2587,0.338661
2897.1962,0.345823
2898.1337,0.352519
2899.0712,0.359320
2900.0087,0.365422
2900.9462,0.371713
2901.8837,0.378824
2902.8212,0.386158
2903.7587,0.392974
2904.6962,0.401757
2905.6337,0.421361
2906.5712,0.439376
2907.5087,0.442974
2908.4462,0.446724
2909.3837,0.450997
2910.3212,0.455436
2911.2587,0.461049
2912.1962,0.468649
2913.1337,0.490260
2914.0712,0.510323
2915.0087,0.512437
2915.9462,0.514279
2916.8837,0.514279
2917.8212,0.517555
2918.7587,0.546682
2919.6962,0.574629
2920.6337,0.583692
2921.5712,0.594483
2922.5087,0.615288
2923.4462,0.634699
2924.3837,0.636576
2925.3213,0.638083
2926.2588,0.636200
2927.1963,0.633764
2928.1338,0.628378
2929.0713,0.622512
2930.0088,0.614394
2930.9463,0.607655
2931.8838,0.610302
2932.8213,0.613501
2933.7588,0.621602
2934.6963,0.629857
2935.6338,0.639217
2936.5713,0.648784
2937.5088,0.658565
2938.4463,0.667764
2939.3838,0.668775
2940.3213,0.669586
2941.2588,0.669586
2942.1963,0.669789
2943.1338,0.671824
2944.0713,0.673664
2945.0088,0.673664
2945.9463,0.673459
2946.8838,0.671417
2947.8213,0.669586
2948.7588,0.668573
2949.6963,0.667562
2950.6338,0.667562
2951.5713,0.667360
2952.5088,0.665345
2953.4463,0.663540
2954.3839,0.662541
2955.3214,0.661544
2956.2589,0.661544
2957.1964,0.661544
2958.1339,0.660549
2959.0714,0.659358
2960.0089,0.657380
2960.9464,0.655608
2961.8839,0.654626
2962.8214,0.653647
2963.7589,0.653647
2964.6964,0.653647
2965.6339,0.653647
2966.5714,0.654822
2967.5089,0.668573
2968.4464,0.682982
2969.3839,0.695509
2970.3214,0.707966
2971.2589,0.711304
2972.1964,0.714443
2973.1339,0.714443
2974.0714,0.714443
2975.0089,0.715569
2975.9464,0.716925
2976.8839,0.720333
2977.8214,0.723538
2978.7589,0.723538
2979.6964,0.723308
2980.6339,0.721018
2981.5714,0.718285
2982.5089,0.709298
2983.4464,0.700711
2984.3839,0.693146
2985.3215,0.684240
2986.2590,0.652865
2987.1965,0.624702
2988.1340,0.614751
2989.0715,0.605023
2990.0090,0.593801
2990.9465,0.583027
2991.8840,0.575608
2992.8215,0.568475
2993.7590,0.563519
2994.6965,0.558148
2995.6340,0.542724
2996.5715,0.527975
2997.5090,0.514989
2998.4465,0.502379
2999.3840,0.490932
3000.3215,0.478993
3001.2590,0.456677
3002.1965,0.436163
3003.1340,0.427942
3004.0715,0.419988
3005.0090,0.414878
3005.9465,0.409827
3006.8840,0.405497
3007.8215,0.401538
3008.7590,0.410944
3009.6965,0.420216
3010.6340,0.420216
3011.5715,0.419874
3012.5090,0.408490
3013.4465,0.397723
3014.3841,0.392867
3015.3216,0.388064
3016.2591,0.383314
3017.1966,0.378616
3018.1341,0.372942
3019.0716,0.367138
3020.0091,0.356251
3020.9466,0.345246
3021.8841,0.325966
3022.8216,0.307858
3023.7591,0.300422
3024.6966,0.293197
3025.6341,0.289375
3026.5716,0.285670
3027.5091,0.285251
3028.4466,0.284749
3029.3841,0.279345
3030.3216,0.274007
3031.2591,0.264641
3032.1966,0.255629
3033.1341,0.253677
3034.0716,0.251734
3035.0091,0.249800
3035.9466,0.247952
3036.8841,0.246034
3037.8216,0.244125
3038.7591,0.242984
3039.6966,0.241618
3040.6341,0.220981
3041.5716,0.201280
3042.5091,0.194431
3043.4466,0.187755
3044.3842,0.182435
3045.3217,0.177178
3046.2592,0.174899
3047.1967,0.172631
3048.1342,0.175874
3049.0717,0.179142
3050.0092,0.180127
3050.9467,0.181115
3051.8842,0.180127
3052.8217,0.179011
3053.7592,0.150151
3054.6967,0.123205
3055.6342,0.119186
3056.5717,0.115205
3057.5092,0.112383
3058.4467,0.109579
3059.3842,0.106016
3060.3217,0.102428
3061.2592,0.100453
3062.1967,0.098542
3063.1342,0.095880
3064.0717,0.093180
3065.0092,0.090497
3065.9467,0.087831
3066.8842,0.085974
3067.8217,0.084125
3068.7592,0.082022
3069.6967,0.079877
3070.6342,0.078054
3071.5717,0.076238
3072.5092,0.073966
3073.4467,0.071655
3074.3843,0.069102
3075.3218,0.066563
3076.2593,0.062081
3077.1968,0.057595
3078.1343,0.054827
3079.0718,0.052174
3080.0093,0.050415
3080.9468,0.048711
3081.8843,0.047740
3082.8218,0.046772
3083.7593,0.043687
3084.6968,0.040625
3085.6343,0.039815
3086.5718,0.039101
3087.5093,0.037015
3088.4468,0.034845
3089.3843,0.033905
3090.3218,0.032967
3091.2593,0.032218
3092.1968,0.031564
3093.1343,0.030631
3094.0718,0.029700
3095.0093,0.027890
3095.9468,0.026041
3096.8843,0.025074
3097.8218,0.024155
3098.7593,0.023237
3099.6968,0.022322
3100.6343,0.021637
3101.5718,0.020953
3102.5093,0.020497
3103.4469,0.020042
3104.3844,0.019360
3105.3219,0.018680
3106.2594,0.018408
3107.1969,0.018181
3108.1344,0.017548
3109.0719,0.016870
3110.0094,0.016193
3110.9469,0.015518
3111.8844,0.014843
3112.8219,0.014170
3113.7594,0.013273
3114.6969,0.012378
3115.6344,0.012110
3116.5719,0.011887
3117.5094,0.011887
3118.4469,0.011887
3119.3844,0.011486
3120.3219,0.011040
3121.2594,0.010995
3122.1969,0.010995
3123.1344,0.010773
3124.0719,0.010550
3125.0094,0.010550
3125.9469,0.010550
3126.8844,0.010150
3127.8219,0.009706
3128.7594,0.009439
3129.6969,0.009217
3130.6344,0.009217
3131.5719,0.009217
3132.5094,0.008818
3133.4470,0.008375
3134.3845,0.008331
3135.3220,0.008331
3136.2595,0.008331
3137.1970,0.008331
3138.1345,0.008331
3139.0720,0.008331
3140.0095,0.008331
3140.9470,0.008331
3141.8845,0.008331
3142.8220,0.008331
3143.7595,0.008331
3144.6970,0.008331
3145.6345,0.008110
3146.5720,0.007889
3147.5095,0.007889
3148.4470,0.007889
3149.3845,0.007889
3150.3220,0.007889
3151.2595,0.007889
3152.1970,0.007889
3153.1345,0.007889
3154.0720,0.007889
3155.0095,0.007889
3155.9470,0.007889
3156.8845,0.007889
3157.8220,0.007889
3158.7595,0.007491
3159.6970,0.007049
3160.6345,0.007005
3161.5720,0.007005
3162.5095,0.007005
3163.4471,0.007005
3164.3846,0.006784
3165.3221,0.006608
3166.2596,0.006564
3167.1971,0.006564
3168.1346,0.006564
3169.0721,0.006564
3170.0096,0.006387
3170.9471,0.006167
3171.8846,0.006123
3172.8221,0.006123
3173.7596,0.006123
3174.6971,0.006123
3175.6346,0.006123
3176.5721,0.006123
3177.5096,0.006123
3178.4471,0.006123
3179.3846,0.005727
3180.3221,0.005287
3181.2596,0.005243
3182.1971,0.005243
3183.1346,0.005243
3184.0721,0.005243
3185.0096,0.005243
3185.9471,0.005243
3186.8846,0.005243
3187.8221,0.005243
3188.7596,0.005243
3189.6971,0.005243
3190.6346,0.005243
3191.5721,0.005243
3192.5096,0.005243
3193.4472,0.005243
3194.3847,0.005243
3195.3222,0.005243
3196.2597,0.005243
3197.1972,0.005243
3198.1347,0.005243
3199.0722,0.005243
3200.0097,0.005243
3200.9472,0.005243
3201.8847,0.005243
3202.8222,0.005243
3203.7597,0.005243
3204.6972,0.005243
3205.6347,0.005243
3206.5722,0.005243
3207.5097,0.005243
3208.4472,0.005243
3209.3847,0.005243
3210.3222,0.005243
3211.2597,0.005243
3212.1972,0.005243
3213.1347,0.005243
3214.0722,0.005243
3215.0097,0.005243
3215.9472,0.005243
3216.8847,0.005243
3217.8222,0.005243
3218.7597,0.005243
3219.6972,0.005243
3220.6347,0.005243
3221.5722,0.005243
3222.5097,0.005067
3223.4473,0.004848
3224.3848,0.004453
3225.3223,0.004014
3226.2598,0.003926
3227.1973,0.003926
3228.1348,0.003926
3229.0723,0.003926
3230.0098,0.003926
3230.9473,0.003926
3231.8848,0.003926
3232.8223,0.003926
3233.7598,0.003926
3234.6973,0.003926
3235.6348,0.003926
3236.5723,0.003926
3237.5098,0.003926
3238.4473,0.003926
3239.3848,0.003926
3240.3223,0.003926
3241.2598,0.003926
3242.1973,0.003926
3243.1348,0.003926
3244.0723,0.003926
3245.0098,0.003926
3245.9473,0.003926
3246.8848,0.003926
3247.8223,0.003926
3248.7598,0.003926
3249.6973,0.003926
3250.6348,0.003926
3251.5723,0.003926
3252.5098,0.003926
3253.4474,0.003926
3254.3849,0.003926
3255.3224,0.003926
3256.2599,0.003926
3257.1974,0.003926
3258.1349,0.003926
3259.0724,0.003926
3260.0099,0.003926
3260.9474,0.003926
3261.8849,0.003926
3262.8224,0.003926
3263.7599,0.003926
3264.6974,0.003926
3265.6349,0.003926
3266.5724,0.003926
3267.5099,0.003926
3268.4474,0.003926
3269.3849,0.003926
3270.3224,0.003926
3271.2599,0.003926
3272.1974,0.003926
3273.1349,0.003926
3274.0724,0.003926
3275.0099,0.003926
3275.9474,0.003926
3276.8849,0.003926
3277.8224,0.003926
3278.7599,0.003926
3279.6974,0.003926
3280.6349,0.003926
3281.5724,0.003926
3282.5100,0.003926
3283.4475,0.003926
3284.3850,0.003926
3285.3225,0.003926
3286.2600,0.003751
3287.1975,0.003532
3288.1350,0.003488
3289.0725,0.003488
3290.0100,0.003488
3290.9475,0.003488
3291.8850,0.003488
3292.8225,0.003488
3293.7600,0.003488
3294.6975,0.003488
3295.6350,0.003488
3296.5725,0.003488
3297.5100,0.003488
3298.4475,0.003488
3299.3850,0.003488
3300.3225,0.003488
3301.2600,0.003488
3302.1975,0.003488
3303.1350,0.003488
3304.0725,0.003488
3305.0100,0.003488
3305.9475,0.003488
3306.8850,0.003488
3307.8225,0.003488
3308.7600,0.003488
3309.6975,0.003488
3310.6350,0.003488
3311.5725,0.003488
3312.5100,0.003488
3313.4476,0.003488
3314.3851,0.003488
3315.3226,0.003488
3316.2601,0.003663
3317.1976,0.003883
3318.1351,0.003926
3319.0726,0.003926
3320.0101,0.003926
3320.9476,0.003926
3321.8851,0.003926
3322.8226,0.003926
3323.7601,0.003926
3324.6976,0.003926
3325.6351,0.003926
3326.5726,0.003926
3327.5101,0.003926
3328.4476,0.003926
3329.3851,0.003926
3330.3226,0.003926
3331.2601,0.003926
3332.1976,0.003926
3333.1351,0.003926
3334.0726,0.003926
3335.0101,0.003926
3335.9476,0.003926
3336.8851,0.003926
3337.8226,0.003926
3338.7601,0.004233
3339.6976,0.004672
3340.6351,0.004804
3341.5726,0.004804
3342.5102,0.004804
3343.4477,0.004804
3344.3852,0.004804
3345.3227,0.004804
3346.2602,0.004804
3347.1977,0.004804
3348.1352,0.004804
3349.0727,0.004804
3350.0102,0.004804
3350.9477,0.004804
3351.8852,0.004804
3352.8227,0.004804
3353.7602,0.004804
3354.6977,0.004804
3355.6352,0.004979
3356.5727,0.005199
3357.5102,0.005243
3358.4477,0.005243
3359.3852,0.005243
3360.3227,0.005243
3361.2602,0.005243
3362.1977,0.005243
3363.1352,0.005243
3364.0727,0.005243
3365.0102,0.005243
3365.9477,0.005243
3366.8852,0.005243
3367.8227,0.005243
3368.7602,0.005243
3369.6977,0.005243
3370.6352,0.005551
3371.5727,0.005991
3372.5103,0.006123
3373.4478,0.006123
3374.3853,0.006123
3375.3228,0.006123
3376.2603,0.006123
3377.1978,0.006123
3378.1353,0.006123
3379.0728,0.006123
3380.0103,0.006123
3380.9478,0.006123
3381.8853,0.006123
3382.8228,0.006123
3383.7603,0.006255
3384.6978,0.006476
3385.6353,0.006564
3386.5728,0.006564
3387.5103,0.006564
3388.4478,0.006564
3389.3853,0.006432
3390.3228,0.006211
3391.2603,0.006123
3392.1978,0.006123
3393.1353,0.006123
3394.0728,0.006123
3395.0103,0.006123
3395.9478,0.006123
3396.8853,0.006123
3397.8228,0.006123
3398.7603,0.006255
3399.6978,0.006476
3400.6353,0.006564
3401.5728,0.006564
3402.5104,0.006564
3403.4479,0.006564
3404.3854,0.006696
3405.3229,0.006917
3406.2604,0.007005
3407.1979,0.007005
3408.1354,0.007005
3409.0729,0.007005
3410.0104,0.007005
3410.9479,0.007005
3411.8854,0.007005
3412.8229,0.007005
3413.7604,0.007005
3414.6979,0.007005
3415.6354,0.007314
3416.5729,0.007756
3417.5104,0.007889
3418.4479,0.007889
3419.3854,0.007889
3420.3229,0.007889
3421.2604,0.007889
3422.1979,0.007889
3423.1354,0.007889
3424.0729,0.007889
3425.0104,0.008021
3425.9479,0.008242
3426.8854,0.008331
3427.8229,0.008331
3428.7604,0.008331
3429.6979,0.008331
3430.6354,0.008331
3431.5730,0.008331
3432.5105,0.008331
3433.4480,0.008331
3434.3855,0.008331
3435.3230,0.008331
3436.2605,0.008331
3437.1980,0.008331
3438.1355,0.008331
3439.0730,0.008331
3440.0105,0.008198
3440.9480,0.007977
3441.8855,0.008021
3442.8230,0.008242
3443.7605,0.008331
3444.6980,0.008331
3445.6355,0.008331
3446.5730,0.008331
3447.5105,0.008331
3448.4480,0.008331
3449.3855,0.008331
3450.3230,0.008331
3451.2605,0.008331
3452.1980,0.008331
3453.1355,0.008331
3454.0730,0.008331
3455.0105,0.008331
3455.9480,0.008331
3456.8855,0.008331
3457.8230,0.008331
3458.7605,0.008331
3459.6980,0.008331
3460.6355,0.008331
3461.5730,0.008331
3462.5106,0.008331
3463.4481,0.008331
3464.3856,0.008331
3465.3231,0.008331
3466.2606,0.008331
3467.1981,0.008331
3468.1356,0.008331
3469.0731,0.008331
3470.0106,0.008331
3470.9481,0.008331
3471.8856,0.008597
3472.8231,0.009040
3473.7606,0.009217
3474.6981,0.009217
3475.6356,0.009217
3476.5731,0.009217
3477.5106,0.009350
3478.4481,0.009572
3479.3856,0.009661
3480.3231,0.009661
3481.2606,0.009928
3482.1981,0.010372
3483.1356,0.010550
3484.0731,0.010550
3485.0106,0.010550
3485.9481,0.010550
3486.8856,0.010550
3487.8231,0.010550
3488.7606,0.010283
3489.6981,0.009839
3490.6356,0.009661
3491.5732,0.009661
3492.5107,0.009661
3493.4482,0.009661
3494.3857,0.009661
3495.3232,0.009661
3496.2607,0.009661
3497.1982,0.009661
3498.1357,0.009528
3499.0732,0.009306
3500.0107,0.009217
3500.9482,0.009217
3501.8857,0.009217
3502.8232,0.009217
3503.7607,0.009217
3504.6982,0.009217
3505.6357,0.009217
3506.5732,0.009217
3507.5107,0.009217
3508.4482,0.009217
3509.3857,0.009217
3510.3232,0.009217
3511.2607,0.009217
3512.1982,0.009217
3513.1357,0.009217
3514.0732,0.009217
3515.0107,0.009217
3515.9482,0.009217
3516.8857,0.009217
3517.8232,0.009217
3518.7607,0.009217
3519.6982,0.009217
3520.6357,0.009217
3521.5733,0.009217
3522.5108,0.009350
3523.4483,0.009572
3524.3858,0.009661
3525.3233,0.009661
3526.2608,0.009928
3527.1983,0.010328
3528.1358,0.010684
3529.0733,0.010906
3530.0108,0.010995
3530.9483,0.010995
3531.8858,0.010995
3532.8233,0.010995
3533.7608,0.010995
3534.6983,0.010995
3535.6358,0.010995
3536.5733,0.010995
3537.5108,0.010995
3538.4483,0.010995
3539.3858,0.010862
3540.3233,0.010639
3541.2608,0.010550
3542.1983,0.010550
3543.1358,0.010550
3544.0733,0.010550
3545.0108,0.010550
3545.9483,0.010550
3546.8858,0.010684
3547.8233,0.010906
3548.7608,0.011218
3549.6983,0.011664
3550.6358,0.011887
3551.5734,0.011887
3552.5109,0.012021
3553.4484,0.012244
3554.3859,0.012334
3555.3234,0.012334
3556.2609,0.012468
3557.1984,0.012691
3558.1359,0.013004
3559.0734,0.013452
3560.0109,0.014035
3560.9484,0.014708
3561.8859,0.015383
3562.8234,0.016058
3563.7609,0.016509
3564.6984,0.016735
3565.6359,0.017186
3566.5734,0.017865
3567.5109,0.018317
3568.4484,0.018544
3569.3859,0.018997
3570.3234,0.019678
3571.2609,0.020224
3572.1984,0.020679
3573.1359,0.021226
3574.0734,0.021911
3575.0109,0.022734
3575.9484,0.023650
3576.8859,0.024476
3577.8234,0.025166
3578.7609,0.025949
3579.6984,0.026872
3580.6359,0.027705
3581.5735,0.028399
3582.5110,0.029049
3583.4485,0.029746
3584.3860,0.030351
3585.3235,0.030817
3586.2610,0.031144
3587.1985,0.031377
3588.1360,0.031844
3589.0735,0.032546
3590.0110,0.033389
3590.9485,0.034328
3591.8860,0.035034
3592.8235,0.035505
3593.7610,0.035740
3594.6985,0.035740
3595.6360,0.035740
3596.5735,0.035740
3597.5110,0.036071
3598.4485,0.036779
3599.3860,0.037725
3600.3235,0.038911
3601.2610,0.040196
3602.1985,0.041627
3603.1360,0.042872
3604.0735,0.043784
3605.0110,0.044890
3605.9485,0.046095
3606.8860,0.046820
3607.8235,0.047062
3608.7610,0.047450
3609.6985,0.047934
3610.6361,0.048274
3611.5736,0.048517
3612.5111,0.049003
3613.4486,0.049733
3614.3861,0.051147
3615.3236,0.053351
3616.2611,0.054975
3617.1986,0.055962
3618.1361,0.057298
3619.0736,0.059036
3620.0111,0.061030
3620.9486,0.063285
3621.8861,0.064946
3622.8236,0.065956
3623.7611,0.066867
3624.6986,0.067628
3625.6361,0.068288
3626.5736,0.068746
3627.5111,0.070530
3628.4486,0.073863
3629.3861,0.079616
3630.3236,0.088576
3631.2611,0.096639
3632.1986,0.103584
3633.1361,0.107738
3634.0736,0.108574
3635.0111,0.109803
3635.9486,0.111484
3636.8861,0.113791
3637.8236,0.116907
3638.7611,0.120159
3639.6986,0.123609
3640.6361,0.126912
3641.5737,0.130123
3642.5112,0.138525
3643.4487,0.154034
3644.3862,0.164246
3645.3237,0.167108
3646.2612,0.170954
3647.1987,0.176135
3648.1362,0.182369
3649.0737,0.190036
3650.0112,0.195520
3650.9487,0.197911
3651.8862,0.199764
3652.8237,0.200797
3653.7612,0.201211
3654.6987,0.200866
3655.6362,0.199489
3656.5737,0.196748
3657.5112,0.193752
3658.4487,0.190373
3659.3862,0.188291
3660.3237,0.187956
3661.2612,0.186486
3662.1987,0.183494
3663.1362,0.180983
3664.0737,0.179011
3665.0112,0.177309
3665.9487,0.176004
3666.8862,0.175224
3667.8237,0.175224
3668.7612,0.179208
3669.6987,0.189230
3670.6363,0.199764
3671.5738,0.210913
3672.5113,0.222211
3673.4488,0.233513
3674.3863,0.231362
3675.3238,0.210490
3676.2613,0.183030
3677.1988,0.147215
3678.1363,0.133181
3679.0738,0.148191
3680.0113,0.164056
3680.9488,0.181180
3681.8863,0.192330
3682.8238,0.193684
3683.7613,0.195315
3684.6988,0.197363
3685.6363,0.199283
3686.5738,0.201004
3687.5113,0.202732
3688.4488,0.204468
3689.3863,0.205651
3690.3238,0.206000
3691.2613,0.206489
3692.1988,0.207188
3693.1363,0.207608
3694.0738,0.207608
3695.0113,0.207608
3695.9488,0.207608
3696.8863,0.207188
3697.8238,0.206140
3698.7613,0.205094
3699.6988,0.204051
3700.6364,0.202663
3701.5739,0.200591
3702.5114,0.198528
3703.4489,0.196475
3704.3864,0.194159
3705.3239,0.191451
3706.2614,0.188425
3707.1989,0.184688
3708.1364,0.181180
3709.0739,0.177897
3710.0114,0.171791
3710.9489,0.161277
3711.8864,0.148191
3712.8239,0.130827
3713.7614,0.118958
3714.6989,0.115261
3715.6364,0.110474
3716.5739,0.103805
3717.5114,0.098433
3718.4489,0.095176
3719.3864,0.090872
3720.3239,0.084811
3721.2614,0.080086
3722.1989,0.077742
3723.1364,0.074791
3724.0739,0.070683
3725.0114,0.065956
3725.9489,0.060131
3726.8864,0.055419
3727.8239,0.052468
3728.7614,0.049635
3729.6989,0.046966
3730.6365,0.044408
3731.5740,0.042010
3732.5115,0.039720
3733.4490,0.037583
3734.3865,0.036118
3735.3240,0.035882
3736.2615,0.035081
3737.1990,0.033201
3738.1365,0.031564
3739.0740,0.030398
3740.0115,0.029421
3740.9490,0.028724
3741.8865,0.028260
3742.8240,0.028260
3743.7615,0.028121
3744.6990,0.027658
3745.6365,0.027103
3746.5740,0.026410
3747.5115,0.025626
3748.4490,0.024706
3749.3865,0.023788
3750.3240,0.022871
3751.2615,0.022048
3752.1990,0.021363
3753.1365,0.020543
3754.0740,0.019406
3755.0115,0.018499
3755.9490,0.018046
3756.8865,0.017277
3757.8240,0.015923
3758.7615,0.014529
3759.6991,0.012960
3760.6366,0.011753
3761.5741,0.011307
3762.5116,0.010728
3763.4491,0.009794
3764.3866,0.009084
3765.3241,0.008641
3766.2616,0.008331
3767.1991,0.008331
3768.1366,0.008242
3769.0741,0.008021
3770.0116,0.007889
3770.9491,0.007889
3771.8866,0.007756
3772.8241,0.007314
3773.7616,0.007005
3774.6991,0.007005
3775.6366,0.007005
3776.5741,0.007005
3777.5116,0.007005
3778.4491,0.007005
3779.3866,0.007137
3780.3241,0.007579
3781.2616,0.007889
3782.1991,0.007889
3783.1366,0.007889
3784.0741,0.007889
3785.0116,0.007977
3785.9491,0.008198
3786.8866,0.008331
3787.8241,0.008331
3788.7616,0.008331
3789.6991,0.008331
3790.6367,0.008464
3791.5742,0.008907
3792.5117,0.009217
3793.4492,0.009217
3794.3867,0.009262
3795.3242,0.009484
3796.2617,0.009484
3797.1992,0.008818
3798.1367,0.008331
3799.0742,0.008331
3800.0117,0.008331
3800.9492,0.008331
3801.8867,0.008464
3802.8242,0.008907
3803.7617,0.009217
3804.6992,0.009217
3805.6367,0.009262
3806.5742,0.009484
