species,formula,casrn,ref,htype,H_mol_m3_Pa,mindHR_K,lnH,dHsol_kJ_mol
1-methylnaphthalene,C10H7CH3,90-12-0,1943,L,0.022,6100,-3.81671,-50.7182
1-methylnaphthalene,C10H7CH3,90-12-0,2458,M,0.028,4900,-3.57555,-40.7409
1-methylnaphthalene,C10H7CH3,90-12-0,2477,M,0.021,6100,-3.86323,-50.7182
1-methylnaphthalene,C10H7CH3,90-12-0,2891,M,0.044,5900,-3.12357,-49.0553
1-methylnaphthalene,C10H7CH3,90-12-0,3518,L,0.02,5800,-3.91202,-48.2239
1-methylnaphthalene-d10,C10D7CD3,38072-94-5,2891,M,0.046,5400,-3.07911,-44.8981
1-methylphenanthrene,C15H12,832-69-9,2477,M,0.2,4600,-1.60944,-38.2465
1-nitrooxy-2-butanol,C4H9O4N,147794-11-4,548,M,57,9200,4.04305,-76.4931
1-nitrooxy-2-propanol,C3H7O4N,20266-65-3,548,M,110,10000,4.70048,-83.1446
1-nitropropane,C3H7NO2,108-03-2,1945,L,0.13,4700,-2.04022,-39.078
1-nitropropane,C3H7NO2,108-03-2,1996,M,0.13,4700,-2.04022,-39.078
1-nitropropane,C3H7NO2,108-03-2,2626,L,0.13,4700,-2.04022,-39.078
1-nitropropane,C3H7NO2,108-03-2,3245,L,0.13,4700,-2.04022,-39.078
1-nitropropane,C3H7NO2,108-03-2,3500,L,0.13,4700,-2.04022,-39.078
1-nitropropane,C3H7NO2,108-03-2,3518,L,0.14,5100,-1.96611,-42.4038
1-nonanol,C9H20O,143-08-8,2997,M,0.14,6200,-1.96611,-51.5497
1-nonanol,C9H20O,143-08-8,2999,M,0.11,6300,-2.20727,-52.3811
1-nonanol,C9H20O,143-08-8,3518,L,0.27,9300,-1.30933,-77.3245
1-octanol,C8H18O,111-87-5,2997,M,0.19,6000,-1.66073,-49.8868
1-octanol,C8H18O,111-87-5,2999,M,0.21,6900,-1.56065,-57.3698
1-octanol,C8H18O,111-87-5,3518,L,0.34,9000,-1.07881,-74.8302
1-octanol,C8H18O,111-87-5,3673,L,0.41,8900,-0.891598,-73.9987
1-octanol,C8H18O,111-87-5,3719,M,0.17,7000,-1.77196,-58.2012
1-octen-3-ol,C8H16O,3391-86-4,3719,M,0.19,7900,-1.66073,-65.6843
1-octene,C8H16,111-66-0,3673,L,1.1e-05,4400,-11.4176,-36.5836
1-oxa-4-azacyclohexane,C4H9NO,110-91-8,2376,T,73,8400,4.29046,-69.8415
1-oxa-4-azacyclohexane,C4H9NO,110-91-8,3584,M,190,7800,5.24702,-64.8528
1-pentanol,C5H11OH,71-41-0,2961,M,0.95,6900,-0.0512933,-57.3698
1-pentanol,C5H11OH,71-41-0,2997,M,0.75,6100,-0.287682,-50.7182
1-pentanol,C5H11OH,71-41-0,2999,M,0.81,7100,-0.210721,-59.0327
1-pentanol,C5H11OH,71-41-0,3065,L,1,7900,0,-65.6843
1-pentanol,C5H11OH,71-41-0,3112,M,0.94,6800,-0.0618754,-56.5383
1-pentanol,C5H11OH,71-41-0,3518,L,0.86,7400,-0.150823,-61.527
1-pentanol,C5H11OH,71-41-0,3638,V,0.61,4900,-0.494296,-40.7409
1-pentanol,C5H11OH,71-41-0,3673,L,0.89,7800,-0.116534,-64.8528
1-pentyl nitrate,C5H11ONO2,1002-16-0,1024,M,0.0066,6300,-5.02069,-52.3811
1-phenylethanone,C6H5COCH3,98-86-2,1525,L,1.1,7700,0.0953102,-64.0214
1-phenylethanone,C6H5COCH3,98-86-2,2016,T,0.95,6400,-0.0512933,-53.2126
1-phenylethanone,C6H5COCH3,98-86-2,2891,M,0.97,6800,-0.0304592,-56.5383
1-phenylethanone,C6H5COCH3,98-86-2,3518,L,1.1,7900,0.0953102,-65.6843
1-phenylethanone,C6H5COCH3,98-86-2,3724,M,1.2,7800,0.182322,-64.8528
1-phenylethanone,C6H5COCH3,98-86-2,495,M,1.1,6000,0.0953102,-49.8868
1-phenylethanone,C6H5COCH3,98-86-2,985,M,0.97,12000,-0.0304592,-99.7736
1-phenylethanone-d5,C6D5COCH3,28077-64-7,2891,M,2.3,10000,0.832909,-83.1446
1-propanamine,C3H7NH2,107-10-8,3674,T,0.66,6700,-0.415515,-55.7069
1-propanamine,C3H7NH2,107-10-8,3685,M,0.56,6400,-0.579818,-53.2126
1-propanethiol,C3H7SH,107-03-9,1929,M,0.0017,3100,-6.37713,-25.7748
1-propanethiol,C3H7SH,107-03-9,3304,M,0.0018,4100,-6.31997,-34.0893
1-propanethiol,C3H7SH,107-03-9,3618,L,0.0017,3600,-6.37713,-29.9321
1-propanethiol,C3H7SH,107-03-9,522,M,0.0024,3900,-6.03229,-32.4264
1-propanol,C3H7OH,71-23-8,1943,L,1.4,6200,0.336472,-51.5497
1-propanol,C3H7OH,71-23-8,1945,L,1.3,7500,0.262364,-62.3585
1-propanol,C3H7OH,71-23-8,2626,L,1.4,6900,0.336472,-57.3698
1-propanol,C3H7OH,71-23-8,2961,M,1.2,6200,0.182322,-51.5497
1-propanol,C3H7OH,71-23-8,3065,L,1.4,6900,0.336472,-57.3698
1-propanol,C3H7OH,71-23-8,3112,M,1.2,6200,0.182322,-51.5497
1-propanol,C3H7OH,71-23-8,3245,L,1.4,6900,0.336472,-57.3698
1-propanol,C3H7OH,71-23-8,3500,L,1.4,6900,0.336472,-57.3698
1-propanol,C3H7OH,71-23-8,3518,L,1.5,7000,0.405465,-58.2012
1-propanol,C3H7OH,71-23-8,3638,V,0.08,4500,-2.52573,-37.4151
1-propanol,C3H7OH,71-23-8,3673,L,1.5,6900,0.405465,-57.3698
1-propanol,C3H7OH,71-23-8,3674,T,1.5,6900,0.405465,-57.3698
1-propanol,C3H7OH,71-23-8,3693,V,1.8,7700,0.587787,-64.0214
1-propanol,C3H7OH,71-23-8,483,M,1.3,7500,0.262364,-62.3585
1-propyl nitrate,C3H7ONO2,627-13-4,1024,M,0.0074,4600,-4.90628,-38.2465
1-propyl nitrate,C3H7ONO2,627-13-4,1525,L,0.009,5600,-4.71053,-46.561
1-propyl nitrate,C3H7ONO2,627-13-4,1945,L,0.011,5500,-4.50986,-45.7295
1-propyl nitrate,C3H7ONO2,627-13-4,2626,L,0.011,5500,-4.50986,-45.7295
1-propyl nitrate,C3H7ONO2,627-13-4,3245,L,0.011,5500,-4.50986,-45.7295
1-propyl nitrate,C3H7ONO2,627-13-4,3500,L,0.011,5500,-4.50986,-45.7295
1-propyl nitrate,C3H7ONO2,627-13-4,541,M,0.011,5500,-4.50986,-45.7295
"1H,1H,2H,2H-perfluoro-1-octanol",C8H5F13O,647-42-7,2993,Q,0.0018,8000,-6.31997,-66.5157
"1H,1H,2H,2H-perfluoro-1-octanol",C8H5F13O,647-42-7,2996,M,8.5e-05,7000,-9.37286,-58.2012
"1H,1H,2H,2H-perfluoro-1-octanol",C8H5F13O,647-42-7,3013,M,0.00017,2600,-8.67971,-21.6176
"1H,1H,2H,2H-perfluoro-1-octanol",C8H5F13O,647-42-7,3939,M,0.00033,4700,-8.01642,-39.078
"1H,1H,2H,2H-perfluorodecan-1-ol",C10H5F17O,678-39-7,2993,Q,0.00038,8600,-7.87534,-71.5044
"1H,1H,2H,2H-perfluorodecan-1-ol",C10H5F17O,678-39-7,2996,M,0.00017,8800,-8.67971,-73.1673
"1H,1H,2H,2H-perfluorodecan-1-ol",C10H5F17O,678-39-7,3013,M,0.0002,3100,-8.51719,-25.7748
"1H,1H,2H,2H-perfluorohexan-1-ol",C6H5F9O,2043-47-2,2993,Q,0.0072,7200,-4.93367,-59.8641
"1H,1H,2H,2H-perfluorohexan-1-ol",C6H5F9O,2043-47-2,2996,M,6.1e-05,5400,-9.70464,-44.8981
"1H,1H,2H,2H-perfluorohexan-1-ol",C6H5F9O,2043-47-2,3013,M,0.0066,4500,-5.02069,-37.4151
"1H,1H,2H,2H-perfluorooctane sulfonic acid",C8H5F13O3S,27619-97-2,3939,M,0.0021,11000,-6.16582,-91.4591
"2(R),3(S)-1,2,3,4-butanetetrol",C4H10O4,149-32-6,3067,V,1.1e+10,16000,23.1212,-133.031
"2,2'',3,3'',4,4'',5,5'',6-nonabromodiphenyl ether",C12HBr9O,63387-28-0,3683,Q,47,7400,3.85015,-61.527
"2,2'',3,3'',4,4'',5,5'',6-nonachlorobiphenyl",C12HCl9,40186-72-9,2563,V,0.0021,7300,-6.16582,-60.6956
"2,2'',3,3'',4,4'',5,5''-octabromodiphenyl ether",C12H2Br8O,32536-52-0,3683,Q,13,7400,2.56495,-61.527
"2,2'',3,3'',4,4'',5,5''-octachlorobiphenyl",C12H2Cl8,35694-08-7,2472,M,0.1,20000,-2.30259,-166.289
"2,2'',3,3'',4,4'',5,5''-octachlorobiphenyl",C12H2Cl8,35694-08-7,2540,L,0.15,7500,-1.89712,-62.3585
"2,2'',3,3'',4,4'',5,5''-octachlorobiphenyl",C12H2Cl8,35694-08-7,2540,L,0.23,8200,-1.46968,-68.1786
"2,2'',3,3'',4,4'',5,5''-octachlorobiphenyl",C12H2Cl8,35694-08-7,2563,V,0.008,6900,-4.82831,-57.3698
"2,2'',3,3'',4,4'',5,6''-octabromodiphenyl ether",C12H2Br8O,446255-39-6,3683,Q,37,7400,3.61092,-61.527
"2,2'',3,3'',4,4'',5,6''-octachlorobiphenyl",C12H2Cl8,42740-50-1,2563,V,0.018,7400,-4.01738,-61.527
"2,2'',3,3'',4,4'',5,6''-octachlorodiphenyl ether",C12H2Cl8O,85918-38-3,1143,T,0.0087,7100,-4.74443,-59.0327
"2,2'',3,3'',4,4'',5,6,6''-nonabromodiphenyl ether",C12HBr9O,437701-79-6,3683,Q,120,7400,4.78749,-61.527
"2,2'',3,3'',4,4'',5,6,6''-nonachlorobiphenyl",C12HCl9,52663-79-3,2563,V,0.0018,7500,-6.31997,-62.3585
"2,2'',3,3'',4,4'',5,6-octabromodiphenyl ether",C12H2Br8O,446255-38-5,3683,Q,16,7400,2.77259,-61.527
"2,2'',3,3'',4,4'',5,6-octachlorobiphenyl",C12H2Cl8,52663-78-2,2340,M,0.071,20000,-2.64508,-166.289
"2,2'',3,3'',4,4'',5,6-octachlorobiphenyl",C12H2Cl8,52663-78-2,2563,V,0.0071,7100,-4.94766,-59.0327
"2,2'',3,3'',4,4'',5-heptabromodiphenyl ether",C12H3Br7O,327185-13-7,3683,Q,4.9,7400,1.58924,-61.527
"2,2'',3,3'',4,4'',5-heptachlorobiphenyl",C12H3Cl7,35065-30-6,2340,M,0.048,20000,-3.03655,-166.289
"2,2'',3,3'',4,4'',5-heptachlorobiphenyl",C12H3Cl7,35065-30-6,2563,V,0.0078,6600,-4.85363,-54.8755
"2,2'',3,3'',4,4'',6,6''-octabromodiphenyl ether",C12H2Br8O,117964-21-3,3683,Q,71,7400,4.26268,-61.527
"2,2'',3,3'',4,4'',6,6''-octachlorobiphenyl",C12H2Cl8,33091-17-7,2563,V,0.013,7600,-4.34281,-63.1899
"2,2'',3,3'',4,4'',6,6''-octachlorodiphenyl ether",C12H2Cl8O,117948-62-6,1143,T,0.0077,7000,-4.86653,-58.2012
"2,2'',3,3'',4,4'',6-heptabromodiphenyl ether",C12H3Br7O,446255-19-2,3683,Q,12,7400,2.48491,-61.527
"2,2'',3,3'',4,4'',6-heptachlorobiphenyl",C12H3Cl7,52663-71-5,2563,V,0.013,7100,-4.34281,-59.0327
"2,2'',3,3'',4,4''-hexabromodiphenyl ether",C12H4Br6O,182677-28-7,3683,Q,2.1,7400,0.741937,-61.527
"2,2'',3,3'',4,4''-hexachlorobiphenyl",C12H4Cl6,38380-07-3,2340,M,0.028,14000,-3.57555,-116.402
"2,2'',3,3'',4,4''-hexachlorobiphenyl",C12H4Cl6,38380-07-3,2563,V,0.0069,6100,-4.97623,-50.7182
"2,2'',3,3'',4,5'',6''-heptabromodiphenyl ether",C12H3Br7O,446255-23-8,3683,Q,9.9,7400,2.29253,-61.527
"2,2'',3,3'',4,5'',6''-heptachlorobiphenyl",C12H3Cl7,52663-70-4,2472,M,0.021,13000,-3.86323,-108.088
"2,2'',3,3'',4,5'',6''-heptachlorobiphenyl",C12H3Cl7,52663-70-4,2563,V,0.0034,6600,-5.68398,-54.8755
"2,2'',3,3'',4,5'',6,6''-octabromodiphenyl ether",C12H2Br8O,446255-50-1,3683,Q,68,7400,4.21951,-61.527
"2,2'',3,3'',4,5'',6,6''-octachlorobiphenyl",C12H2Cl8,40186-71-8,2340,M,0.01,17000,-4.60517,-141.346
"2,2'',3,3'',4,5'',6,6''-octachlorobiphenyl",C12H2Cl8,40186-71-8,2563,V,0.012,7500,-4.42285,-62.3585
"2,2'',3,3'',4,5'',6-heptabromodiphenyl ether",C12H3Br7O,6255-22-7,3683,Q,17,7400,2.83321,-61.527
"2,2'',3,3'',4,5'',6-heptachlorobiphenyl",C12H3Cl7,40186-70-7,2563,V,0.01,7200,-4.60517,-59.8641
"2,2'',3,3'',4,5''-hexabromodiphenyl ether",C12H4Br6O,446254-88-2,3683,Q,3.7,7400,1.30833,-61.527
"2,2'',3,3'',4,5''-hexachlorobiphenyl",C12H4Cl6,52663-66-8,2563,V,0.0059,6500,-5.1328,-54.044
"2,2'',3,3'',4,5,5'',6''-octabromodiphenyl ether",C12H2Br8O,446255-43-2,3683,Q,33,7400,3.49651,-61.527
"2,2'',3,3'',4,5,5'',6''-octachlorobiphenyl",C12H2Cl8,52663-75-9,2563,V,0.0034,7000,-5.68398,-58.2012
"2,2'',3,3'',4,5,5'',6,6''-nonabromodiphenyl ether",C12HBr9O,437701-78-5,3683,Q,110,7400,4.70048,-61.527
"2,2'',3,3'',4,5,5'',6,6''-nonachlorobiphenyl",C12HCl9,52663-77-1,2563,V,0.003,7700,-5.80914,-64.0214
"2,2'',3,3'',4,5,5'',6-octabromodiphenyl ether",C12H2Br8O,446255-42-1,3683,Q,18,7400,2.89037,-61.527
"2,2'',3,3'',4,5,5'',6-octachlorobiphenyl",C12H2Cl8,68194-17-2,2563,V,0.0035,7000,-5.65499,-58.2012
"2,2'',3,3'',4,5,5''-heptabromodiphenyl ether",C12H3Br7O,407606-59-1,3683,Q,16,7400,2.77259,-61.527
"2,2'',3,3'',4,5,5''-heptachlorobiphenyl",C12H3Cl7,52663-74-8,2563,V,0.0083,6800,-4.7915,-56.5383
"2,2'',3,3'',4,5,6''-heptabromodiphenyl ether",C12H3Br7O,446255-21-6,3683,Q,12,7400,2.48491,-61.527
"2,2'',3,3'',4,5,6''-heptachlorobiphenyl",C12H3Cl7,38411-25-5,2472,M,0.022,14000,-3.81671,-116.402
"2,2'',3,3'',4,5,6''-heptachlorobiphenyl",C12H3Cl7,38411-25-5,2563,V,0.0054,6700,-5.22136,-55.7069
"2,2'',3,3'',4,5,6,6''-octabromodiphenyl ether",C12H2Br8O,446255-46-5,3683,Q,37,7400,3.61092,-61.527
"2,2'',3,3'',4,5,6,6''-octachlorobiphenyl",C12H2Cl8,52663-73-7,2563,V,0.0076,7200,-4.87961,-59.8641
"2,2'',3,3'',4,5,6-heptabromodiphenyl ether",C12H3Br7O,446255-20-5,3683,Q,6.7,7400,1.90211,-61.527
"2,2'',3,3'',4,5,6-heptachlorobiphenyl",C12H3Cl7,68194-16-1,2563,V,0.0013,6500,-6.64539,-54.044
"2,2'',3,3'',4,5-hexabromodiphenyl ether",C12H4Br6O,446254-87-1,3683,Q,1.9,7400,0.641854,-61.527
"2,2'',3,3'',4,5-hexachlorobiphenyl",C12H4Cl6,55215-18-4,2563,V,0.0064,6400,-5.05146,-53.2126
"2,2'',3,3'',4,6''-hexabromodiphenyl ether",C12H4Br6O,446254-90-6,3683,Q,4,7400,1.38629,-61.527
"2,2'',3,3'',4,6''-hexachlorobiphenyl",C12H4Cl6,38380-05-1,2472,M,0.04,2400,-3.21888,-19.9547
"2,2'',3,3'',4,6''-hexachlorobiphenyl",C12H4Cl6,38380-05-1,2563,V,0.0041,6400,-5.49677,-53.2126
"2,2'',3,3'',4,6,6''-heptabromodiphenyl ether",C12H3Br7O,407606-61-5,3683,Q,25,7400,3.21888,-61.527
"2,2'',3,3'',4,6,6''-heptachlorobiphenyl",C12H3Cl7,52663-65-7,2563,V,0.0085,7200,-4.76769,-59.8641
"2,2'',3,3'',4,6-hexabromodiphenyl ether",C12H4Br6O,446254-89-3,3683,Q,10,7400,2.30259,-61.527
"2,2'',3,3'',4,6-hexachlorobiphenyl",C12H4Cl6,61798-70-7,2563,V,0.003,6500,-5.80914,-54.044
"2,2'',3,3'',4-pentabromodiphenyl ether",C12H5Br5O,327185-11-5,3683,Q,0.71,7400,-0.34249,-61.527
"2,2'',3,3'',4-pentachlorobiphenyl",C12H5Cl5,52663-62-4,2472,M,0.027,5100,-3.61192,-42.4038
"2,2'',3,3'',4-pentachlorobiphenyl",C12H5Cl5,52663-62-4,2563,V,0.0032,5800,-5.7446,-48.2239
"2,2'',3,3'',5,5'',6,6''-octabromodiphenyl ether",C12H2Br8O,67797-09-5,3683,Q,57,7400,4.04305,-61.527
"2,2'',3,3'',5,5'',6,6''-octachlorobiphenyl",C12H2Cl8,2136-99-4,2563,V,0.005,7300,-5.29832,-60.6956
"2,2'',3,3'',5,5'',6-heptabromodiphenyl ether",C12H3Br7O,446255-24-9,3683,Q,13,7400,2.56495,-61.527
"2,2'',3,3'',5,5'',6-heptachlorobiphenyl",C12H3Cl7,52663-67-9,2472,M,0.015,11000,-4.19971,-91.4591
"2,2'',3,3'',5,5'',6-heptachlorobiphenyl",C12H3Cl7,52663-67-9,2563,V,0.01,7200,-4.60517,-59.8641
"2,2'',3,3'',5,5''-hexabromodiphenyl ether",C12H4Br6O,446254-91-7,3683,Q,6.3,7400,1.84055,-61.527
"2,2'',3,3'',5,5''-hexachlorobiphenyl",C12H4Cl6,35694-04-3,2563,V,0.0041,6500,-5.49677,-54.044
"2,2'',3,3'',5,6''-hexabromodiphenyl ether",C12H4Br6O,446254-93-9,3683,Q,8.6,7400,2.15176,-61.527
"2,2'',3,3'',5,6''-hexachlorobiphenyl",C12H4Cl6,52744-13-5,2472,M,0.015,5500,-4.19971,-45.7295
"2,2'',3,3'',5,6''-hexachlorobiphenyl",C12H4Cl6,52744-13-5,2563,V,0.0048,6600,-5.33914,-54.8755
"2,2'',3,3'',5,6,6''-heptabromodiphenyl ether",C12H3Br7O,446255-25-0,3683,Q,22,7400,3.09104,-61.527
"2,2'',3,3'',5,6,6''-heptachlorobiphenyl",C12H3Cl7,52663-64-6,2563,V,0.0042,7000,-5.47267,-58.2012
"2,2'',3,3'',5,6-hexabromodiphenyl ether",C12H4Br6O,446254-92-8,3683,Q,4.8,7400,1.56862,-61.527
"2,2'',3,3'',5,6-hexachlorobiphenyl",C12H4Cl6,52704-70-8,2472,M,0.012,7300,-4.42285,-60.6956
"2,2'',3,3'',5,6-hexachlorobiphenyl",C12H4Cl6,52704-70-8,2563,V,0.0028,6400,-5.87814,-53.2126
"2,2'',3,3'',5-pentabromodiphenyl ether",C12H5Br5O,446254-51-9,3683,Q,1.4,7400,0.336472,-61.527
"2,2'',3,3'',5-pentachlorobiphenyl",C12H5Cl5,60145-20-2,2472,M,0.023,3600,-3.77226,-29.9321
"2,2'',3,3'',5-pentachlorobiphenyl",C12H5Cl5,60145-20-2,2563,V,0.0077,6300,-4.86653,-52.3811
"2,2'',3,3'',6,6''-hexabromodiphenyl ether",C12H4Br6O,446254-94-0,3683,Q,7.8,7400,2.05412,-61.527
"2,2'',3,3'',6,6''-hexachlorobiphenyl",C12H4Cl6,38411-22-2,2472,M,0.009,5400,-4.71053,-44.8981
"2,2'',3,3'',6,6''-hexachlorobiphenyl",C12H4Cl6,38411-22-2,2563,V,0.0016,6300,-6.43775,-52.3811
"2,2'',3,3'',6-pentabromodiphenyl ether",C12H5Br5O,446254-52-0,3683,Q,1.8,7400,0.587787,-61.527
"2,2'',3,3'',6-pentachlorobiphenyl",C12H5Cl5,52663-60-2,2563,V,0.0023,6000,-6.07485,-49.8868
"2,2'',3,3''-tetrabromodiphenyl ether",C12H6Br4O,337513-77-6,3683,Q,0.48,7400,-0.733969,-61.527
"2,2'',3,3''-tetrachlorobiphenyl",C12H6Cl4,38444-93-8,2472,M,0.036,3600,-3.32424,-29.9321
"2,2'',3,3''-tetrachlorobiphenyl",C12H6Cl4,38444-93-8,2563,V,0.0018,5300,-6.31997,-44.0667
"2,2'',3,4'',5'',6-hexabromodiphenyl ether",C12H4Br6O,446255-04-5,3683,Q,5.1,7400,1.62924,-61.527
"2,2'',3,4'',5'',6-hexachlorobiphenyl",C12H4Cl6,38380-04-0,2472,M,0.015,5500,-4.19971,-45.7295
"2,2'',3,4'',5'',6-hexachlorobiphenyl",C12H4Cl6,38380-04-0,2563,V,0.01,6800,-4.60517,-56.5383
"2,2'',3,4'',5''-pentabromodiphenyl ether",C12H5Br5O,446254-64-4,3683,Q,1,7400,0,-61.527
"2,2'',3,4'',5''-pentachlorobiphenyl",C12H5Cl5,41464-51-1,2472,M,0.023,3600,-3.77226,-29.9321
"2,2'',3,4'',5''-pentachlorobiphenyl",C12H5Cl5,41464-51-1,2563,V,0.0086,6300,-4.75599,-52.3811
"2,2'',3,4'',5,5'',6-heptabromodiphenyl ether",C12H3Br7O,446255-28-3,3683,Q,9.4,7400,2.24071,-61.527
"2,2'',3,4'',5,5'',6-heptachlorobiphenyl",C12H3Cl7,52663-68-0,2340,M,0.016,12000,-4.13517,-99.7736
"2,2'',3,4'',5,5'',6-heptachlorobiphenyl",C12H3Cl7,52663-68-0,2563,V,0.013,7200,-4.34281,-59.8641
"2,2'',3,4'',5,5''-hexabromodiphenyl ether",C12H4Br6O,446255-02-3,3683,Q,5.3,7400,1.66771,-61.527
"2,2'',3,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,51908-16-8,2472,M,0.017,7100,-4.07454,-59.0327
"2,2'',3,4'',5,5''-hexachlorobiphenyl",C12H4Cl6,51908-16-8,2563,V,0.012,6800,-4.42285,-56.5383
"2,2'',3,4'',5,6''-hexabromodiphenyl ether",C12H4Br6O,446255-03-4,3683,Q,12,7400,2.48491,-61.527
"2,2'',3,4'',5,6''-hexachlorobiphenyl",C12H4Cl6,74472-41-6,2563,V,0.012,7000,-4.42285,-58.2012
"2,2'',3,4'',5,6,6''-heptabromodiphenyl ether",C12H3Br7O,116995-32-5,3683,Q,35,7400,3.55535,-61.527
"2,2'',3,4'',5,6,6''-heptachlorobiphenyl",C12H3Cl7,74487-85-7,2340,M,0.0088,7500,-4.733,-62.3585
"2,2'',3,4'',5,6,6''-heptachlorobiphenyl",C12H3Cl7,74487-85-7,2563,V,0.0048,7100,-5.33914,-59.0327
"2,2'',3,4'',5,6-hexabromodiphenyl ether",C12H4Br6O,116995-33-6,3683,Q,5.1,7400,1.62924,-61.527
"2,2'',3,4'',5,6-hexachlorobiphenyl",C12H4Cl6,68194-13-8,2563,V,0.0031,6500,-5.77635,-54.044
"2,2'',3,4'',5-pentabromodiphenyl ether",C12H5Br5O,446254-57-5,3683,Q,2.3,7400,0.832909,-61.527
"2,2'',3,4'',5-pentachlorobiphenyl",C12H5Cl5,68194-07-0,2563,V,0.021,6600,-3.86323,-54.8755
"2,2'',3,4'',6''-pentabromodiphenyl ether",C12H5Br5O,38463-82-0,3683,Q,3.5,7400,1.25276,-61.527
"2,2'',3,4'',6''-pentachlorobiphenyl",C12H5Cl5,60233-25-2,2563,V,0.0055,6300,-5.20301,-52.3811
"2,2'',3,4'',6,6''-hexabromodiphenyl ether",C12H4Br6O,446255-05-6,3683,Q,17,7400,2.83321,-61.527
"2,2'',3,4'',6,6''-hexachlorobiphenyl",C12H4Cl6,68194-08-1,2563,V,0.0065,6900,-5.03595,-57.3698
"2,2'',3,4'',6-pentabromodiphenyl ether",C12H5Br5O,446254-58-6,3683,Q,1.7,7400,0.530628,-61.527
"2,2'',3,4'',6-pentachlorobiphenyl",C12H5Cl5,68194-05-8,2472,M,0.019,1200,-3.96332,-9.97736
"2,2'',3,4'',6-pentachlorobiphenyl",C12H5Cl5,68194-05-8,2563,V,0.011,6500,-4.50986,-54.044
"2,2'',3,4''-tetrabromodiphenyl ether",C12H6Br4O,446254-18-8,3683,Q,0.52,7400,-0.653926,-61.527
"2,2'',3,4''-tetrachlorobiphenyl",C12H6Cl4,36559-22-5,2472,M,0.028,3100,-3.57555,-25.7748
"2,2'',3,4''-tetrachlorobiphenyl",C12H6Cl4,36559-22-5,2563,V,0.0086,5900,-4.75599,-49.0553
"2,2'',3,4,4'',5'',6-heptabromodiphenyl ether",C12H3Br7O,207122-16-5,3683,Q,13,7400,2.56495,-61.527
"2,2'',3,4,4'',5'',6-heptachlorobiphenyl",C12H3Cl7,52663-69-1,2472,M,0.017,12000,-4.07454,-99.7736
"2,2'',3,4,4'',5'',6-heptachlorobiphenyl",C12H3Cl7,52663-69-1,2563,V,0.024,7400,-3.7297,-61.527
"2,2'',3,4,4'',5''-hexabromodiphenyl ether",C12H4Br6O,182677-30-1,3683,Q,2.7,7400,0.993252,-61.527
"2,2'',3,4,4'',5''-hexachlorobiphenyl",C12H4Cl6,35065-28-2,1143,T,0.047,8700,-3.05761,-72.3358
"2,2'',3,4,4'',5''-hexachlorobiphenyl",C12H4Cl6,35065-28-2,2340,M,0.022,10000,-3.81671,-83.1446
"2,2'',3,4,4'',5''-hexachlorobiphenyl",C12H4Cl6,35065-28-2,2540,L,0.025,7100,-3.68888,-59.0327
"2,2'',3,4,4'',5''-hexachlorobiphenyl",C12H4Cl6,35065-28-2,2540,L,0.033,7700,-3.41125,-64.0214
"2,2'',3,4,4'',5''-hexachlorobiphenyl",C12H4Cl6,35065-28-2,2563,V,0.018,6800,-4.01738,-56.5383
"2,2'',3,4,4'',5''-hexachlorodiphenyl ether",C12H4Cl6O,71585-36-9,1143,T,0.028,6500,-3.57555,-54.044
"2,2'',3,4,4'',5,5'',6-octabromodiphenyl ether",C12H2Br8O,337513-72-1,3683,Q,20,7400,2.99573,-61.527
"2,2'',3,4,4'',5,5'',6-octachlorobiphenyl",C12H2Cl8,52663-76-0,2563,V,0.032,7800,-3.44202,-64.8528
"2,2'',3,4,4'',5,5''-heptabromodiphenyl ether",C12H3Br7O,446255-26-1,3683,Q,7.3,7400,1.98787,-61.527
"2,2'',3,4,4'',5,5''-heptachlorobiphenyl",C12H3Cl7,35065-29-3,1143,T,0.025,9000,-3.68888,-74.8302
"2,2'',3,4,4'',5,5''-heptachlorobiphenyl",C12H3Cl7,35065-29-3,2340,M,0.027,17000,-3.61192,-141.346
"2,2'',3,4,4'',5,5''-heptachlorobiphenyl",C12H3Cl7,35065-29-3,2540,L,0.17,7300,-1.77196,-60.6956
"2,2'',3,4,4'',5,5''-heptachlorobiphenyl",C12H3Cl7,35065-29-3,2540,L,0.12,7900,-2.12026,-65.6843
"2,2'',3,4,4'',5,5''-heptachlorobiphenyl",C12H3Cl7,35065-29-3,2563,V,0.015,6900,-4.19971,-57.3698
"2,2'',3,4,4'',5,5''-heptachlorodiphenyl ether",C12H3Cl7O,83992-69-2,1143,T,0.019,6800,-3.96332,-56.5383
"2,2'',3,4,4'',5,6''-heptabromodiphenyl ether",C12H3Br7O,442690-45-1,3683,Q,19,7400,2.94444,-61.527
"2,2'',3,4,4'',5,6''-heptachlorobiphenyl",C12H3Cl7,60145-23-5,2472,M,0.017,12000,-4.07454,-99.7736
"2,2'',3,4,4'',5,6''-heptachlorobiphenyl",C12H3Cl7,60145-23-5,2563,V,0.017,7200,-4.07454,-59.8641
"2,2'',3,4,4'',5,6''-heptachlorodiphenyl ether",C12H3Cl7O,88467-63-4,1143,T,0.0033,6400,-5.71383,-53.2126
"2,2'',3,4,4'',5,6,6''-octabromodiphenyl ether",C12H2Br8O,446255-54-5,3683,Q,62,7400,4.12713,-61.527
