species,formula,casrn,ref,htype,H_mol_m3_Pa,mindHR_K,lnH,dHsol_kJ_mol
dichloromethane,CH2Cl2,75-09-2,usepa82,X,0.0031,3600,-5.77635,-29.9321
dichloromethane-d2,CD2Cl2,1665-00-5,2891,M,0.0038,4600,-5.57275,-38.2465
dicyclopropylmethanone,C7H10O,1121-37-5,2016,T,3.1,7300,1.1314,-60.6956
dieldrin,C12H8OCl6,60-57-1,2814,M,0.92,5800,-0.0833816,-48.2239
diethanolamine,C4H11NO2,111-42-2,3584,M,3300,1300,8.10168,-10.8088
diethyl disulfide,C2H5SSC2H5,110-81-6,3618,L,0.004,4900,-5.52146,-40.7409
diethyl disulfide,C2H5SSC2H5,110-81-6,522,M,0.0063,4300,-5.06721,-35.7522
diethyl ether,C2H5OC2H5,60-29-7,2016,T,0.006,5700,-5.116,-47.3924
diethyl ether,C2H5OC2H5,60-29-7,2891,M,0.011,6600,-4.50986,-54.8755
diethyl ether,C2H5OC2H5,60-29-7,2901,M,0.007,3900,-4.96185,-32.4264
diethyl ether,C2H5OC2H5,60-29-7,3245,L,0.02,5800,-3.91202,-48.2239
diethyl ether,C2H5OC2H5,60-29-7,3305,M,0.01,5700,-4.60517,-47.3924
diethyl ether,C2H5OC2H5,60-29-7,3500,L,0.0099,5800,-4.61522,-48.2239
diethyl ether,C2H5OC2H5,60-29-7,3518,L,0.0099,5800,-4.61522,-48.2239
diethyl ether,C2H5OC2H5,60-29-7,3693,V,0.01,5800,-4.60517,-48.2239
diethyl ether,C2H5OC2H5,60-29-7,3696,L,0.0096,5000,-4.64599,-41.5723
diethyl ether,C2H5OC2H5,60-29-7,3697,M,0.013,7400,-4.34281,-61.527
diethyl ether-d10,C2D5OC2D5,2679-89-2,2891,M,0.013,6500,-4.34281,-54.044
diethyl phthalate,C12H14O4,84-66-2,3518,L,60,10000,4.09434,-83.1446
diethyl phthalate,C12H14O4,84-66-2,usepa82,X,12,5600,2.48491,-46.561
diethyl sulfide,C2H5SC2H5,352-93-2,3618,L,0.0047,4800,-5.36019,-39.9094
diethyl sulfide,C2H5SC2H5,352-93-2,522,M,0.0054,4900,-5.22136,-40.7409
diethylamine,(C2H5)2NH,109-89-7,2016,T,0.41,7700,-0.891598,-64.0214
diethylamine,(C2H5)2NH,109-89-7,usepa82,X,1.3,10000,0.262364,-83.1446
diethylene glycol dibutyl ether,C12H26O3,112-73-2,3518,L,2.5,13000,0.916291,-108.088
diethylmercury,C4H10Hg,627-44-1,2577,Q,0.001,3800,-6.90776,-31.595
difluoroethanoic acid,CHF2COOH,381-73-7,2626,L,300,6900,5.70378,-57.3698
difluoroethanoic acid,CHF2COOH,381-73-7,3245,L,300,6900,5.70378,-57.3698
difluoroethanoic acid,CHF2COOH,381-73-7,3500,L,300,6900,5.70378,-57.3698
difluoroethanoic acid,CHF2COOH,381-73-7,896,M,300,6900,5.70378,-57.3698
difluoromethane,CH2F2,75-10-5,2013,M,0.00069,2300,-7.27882,-19.1233
difluoromethane,CH2F2,75-10-5,3261,M,0.0003,3500,-8.11173,-29.1006
difluoromethane,CH2F2,75-10-5,3262,M,0.00068,2500,-7.29342,-20.7862
difluoromethane,CH2F2,75-10-5,3272,M,0.00064,2100,-7.35404,-17.4604
difluoromethane,CH2F2,75-10-5,923,M,0.00069,2400,-7.27882,-19.9547
diglycolamine,C4H11NO2,929-06-6,3584,M,6100,3700,8.71604,-30.7635
diiodomethane,CH2I2,75-11-6,3245,L,0.023,5300,-3.77226,-44.0667
diiodomethane,CH2I2,75-11-6,3500,L,0.023,5300,-3.77226,-44.0667
diiodomethane,CH2I2,75-11-6,583,M,0.024,4700,-3.7297,-39.078
diisopropyl ether,C3H7OC3H7,108-20-3,2431,V,0.0031,6400,-5.77635,-53.2126
diisopropyl ether,C3H7OC3H7,108-20-3,2646,M,0.0039,6400,-5.54678,-53.2126
diisopropyl ether,C3H7OC3H7,108-20-3,3518,L,0.0045,6600,-5.40368,-54.8755
diisopropyl ether,C3H7OC3H7,108-20-3,3691,M,0.015,8400,-4.19971,-69.8415
diisopropyl ether,C3H7OC3H7,108-20-3,3693,V,0.0048,6200,-5.33914,-51.5497
diisopropylmercury,C6H14Hg,1071-39-2,2577,Q,0.00039,4600,-7.84936,-38.2465
dimethoxymethane,CH3OCH2OCH3,109-87-5,3305,M,0.063,4800,-2.76462,-39.9094
dimethoxymethane,CH3OCH2OCH3,109-87-5,3518,L,0.061,4700,-2.79688,-39.078
dimethyl disulfide,CH3SSCH3,624-92-0,3115,M,0.0065,3200,-5.03595,-26.6063
dimethyl disulfide,CH3SSCH3,624-92-0,3508,M,0.0067,5200,-5.00565,-43.2352
dimethyl disulfide,CH3SSCH3,624-92-0,3518,L,0.0083,3700,-4.7915,-30.7635
dimethyl disulfide,CH3SSCH3,624-92-0,3610,M,0.0091,4100,-4.69948,-34.0893
dimethyl disulfide,CH3SSCH3,624-92-0,3618,L,0.0074,4200,-4.90628,-34.9207
dimethyl disulfide,CH3SSCH3,624-92-0,522,M,0.0094,4300,-4.66705,-35.7522
dimethyl ether,CH3OCH3,115-10-6,2016,T,0.01,4900,-4.60517,-40.7409
dimethyl phthalate,C10H10O4,131-11-3,3518,L,51,8000,3.93183,-66.5157
dimethyl phthalate,C10H10O4,131-11-3,usepa82,X,30,5700,3.4012,-47.3924
dimethyl sulfide,CH3SCH3,75-18-3,1525,L,0.0053,3500,-5.24005,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,1773,M,0.0064,4100,-5.05146,-34.0893
dimethyl sulfide,CH3SCH3,75-18-3,1929,M,0.0052,3600,-5.2591,-29.9321
dimethyl sulfide,CH3SCH3,75-18-3,1936,M,0.0055,3800,-5.20301,-31.595
dimethyl sulfide,CH3SCH3,75-18-3,1943,L,0.0052,3600,-5.2591,-29.9321
dimethyl sulfide,CH3SCH3,75-18-3,1945,L,0.0053,3500,-5.24005,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,2016,T,0.006,3700,-5.116,-30.7635
dimethyl sulfide,CH3SCH3,75-18-3,2512,M,0.0047,3700,-5.36019,-30.7635
dimethyl sulfide,CH3SCH3,75-18-3,2626,L,0.0053,3500,-5.24005,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,2828,L,0.0056,3500,-5.18499,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,3115,M,0.0048,2800,-5.33914,-23.2805
dimethyl sulfide,CH3SCH3,75-18-3,3245,L,0.0053,3500,-5.24005,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,3500,L,0.0053,3500,-5.24005,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,3508,M,0.0047,4700,-5.36019,-39.078
dimethyl sulfide,CH3SCH3,75-18-3,3518,L,0.0054,3500,-5.22136,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,3618,L,0.0053,3800,-5.24005,-31.595
dimethyl sulfide,CH3SCH3,75-18-3,3668,M,0.0057,2700,-5.16729,-22.449
dimethyl sulfide,CH3SCH3,75-18-3,512,M,0.0055,3500,-5.20301,-29.1006
dimethyl sulfide,CH3SCH3,75-18-3,522,M,0.0056,4000,-5.18499,-33.2579
dimethyl sulfide,CH3SCH3,75-18-3,586,M,0.0047,3100,-5.36019,-25.7748
dimethyl sulfide,CH3SCH3,75-18-3,983,M,0.0042,4300,-5.47267,-35.7522
"dimethyl-2,2-dichlorovinyl phosphate",C4H7Cl2O4P,62-73-7,2438,M,39,11000,3.66356,-91.4591
dimethylamine,(CH3)2NH,124-40-3,190,L,0.3,4000,-1.20397,-33.2579
dimethylamine,(CH3)2NH,124-40-3,2016,T,0.58,6400,-0.544727,-53.2126
dimethylaminoethoxyethanol,C6H15NO2,1704-62-7,3584,M,4300,8500,8.36637,-70.6729
dimethylmercury,C2H6Hg,593-74-8,2171,?,0.0013,2700,-6.64539,-22.449
dimethylmercury,C2H6Hg,593-74-8,2289,M,0.0013,2700,-6.64539,-22.449
dimethylmercury,C2H6Hg,593-74-8,2577,Q,0.001,3000,-6.90776,-24.9434
dimethylmercury,C2H6Hg,593-74-8,3070,C,0.0013,2700,-6.64539,-22.449
dimethylpropane,C(CH3)4,463-82-1,190,L,5.9e-06,3300,-12.0406,-27.4377
dimethylpropane,C(CH3)4,463-82-1,3673,L,6e-06,3000,-12.0238,-24.9434
dimethylpropane,C(CH3)4,463-82-1,3785,M,5.5e-06,2800,-12.1108,-23.2805
dimethylpropane,C(CH3)4,463-82-1,3799,M,6.3e-06,3200,-11.975,-26.6063
dimethylsulfoxide,CH3SOCH3,67-68-5,2016,T,10000,8700,9.21034,-72.3358
dimethylsulfoxide,CH3SOCH3,67-68-5,3518,L,8000,7800,8.9872,-64.8528
dimethylsulfoxide,CH3SOCH3,67-68-5,824,M,940,1300,6.84588,-10.8088
dimorpholinodiethyl ether,C12H24N2O3,6425-39-4,3584,M,1800,2600,7.49554,-21.6176
dinitrogen monoxide,N2O,10024-97-2,190,L,0.00024,2600,-8.33487,-21.6176
dinitrogen monoxide,N2O,10024-97-2,1945,L,0.00024,2600,-8.33487,-21.6176
dinitrogen monoxide,N2O,10024-97-2,2626,L,0.00024,2600,-8.33487,-21.6176
dinitrogen monoxide,N2O,10024-97-2,2828,L,0.00024,2700,-8.33487,-22.449
dinitrogen monoxide,N2O,10024-97-2,2832,M,0.00024,2500,-8.33487,-20.7862
dinitrogen monoxide,N2O,10024-97-2,3245,L,0.00024,2600,-8.33487,-21.6176
dinitrogen monoxide,N2O,10024-97-2,3245,L,0.00021,2600,-8.4684,-21.6176
dinitrogen monoxide,N2O,10024-97-2,3500,L,0.00024,2600,-8.33487,-21.6176
dinitrogen monoxide,N2O,10024-97-2,3500,L,0.00021,2600,-8.4684,-21.6176
dinitrogen monoxide,N2O,10024-97-2,3696,L,0.00025,2500,-8.29405,-20.7862
dinitrogen monoxide,N2O,10024-97-2,3701,M,0.00025,2300,-8.29405,-19.1233
dinitrogen monoxide,N2O,10024-97-2,3704,M,0.00024,2400,-8.33487,-19.9547
dinitrogen monoxide,N2O,10024-97-2,3708,M,0.00025,2600,-8.29405,-21.6176
dinitrogen monoxide,N2O,10024-97-2,3709,M,0.00024,2500,-8.33487,-20.7862
dinitrogen monoxide,N2O,10024-97-2,3710,M,0.00024,2400,-8.33487,-19.9547
dinitrogen monoxide,N2O,10024-97-2,3711,M,0.00024,2700,-8.33487,-22.449
dinitrogen monoxide,N2O,10024-97-2,379,?,0.00024,2800,-8.33487,-23.2805
dinitrogen monoxide,N2O,10024-97-2,3811,?,0.00024,2500,-8.33487,-20.7862
dinitrogen monoxide,N2O,10024-97-2,3854,L,0.00024,2500,-8.33487,-20.7862
dinitrogen monoxide,N2O,10024-97-2,3944,M,0.00023,2900,-8.37743,-24.1119
dinitrogen monoxide,N2O,10024-97-2,gordon1895,X,0.00026,2500,-8.25483,-20.7862
dinitrogen pentoxide,N2O5,10102-03-1,3961,Q,0.039,4300,-3.24419,-35.7522
dinitrogen pentoxide,N2O5,10102-03-1,514,T,0.00087,3600,-7.04702,-29.9321
dinitrogen tetrafluoride,N2F4,10036-47-2,190,L,8.4e-06,2500,-11.6873,-20.7862
dinitrogen tetrafluoride,N2F4,10036-47-2,2626,L,8.4e-06,2500,-11.6873,-20.7862
dinitrogen tetrafluoride,N2F4,10036-47-2,3245,L,8.4e-06,2500,-11.6873,-20.7862
dinitrogen tetrafluoride,N2F4,10036-47-2,3500,L,8.4e-06,2500,-11.6873,-20.7862
dinitrogen tetrafluoride,N2F4,10036-47-2,3806,M,8.4e-06,2400,-11.6873,-19.9547
dinitrogen tetroxide,N2O4,10544-72-6,1138,M,0.016,3500,-4.13517,-29.1006
dinitrogen tetroxide,N2O4,10544-72-6,3123,M,0.013,1100,-4.34281,-9.14591
diphenylmercury,C12H10Hg,587-85-9,2577,Q,280,8800,5.63479,-73.1673
dipropyl disulfide,C3H7SSC3H7,629-19-6,3618,L,0.0022,5400,-6.1193,-44.8981
dipropyl ether,C3H7OC3H7,111-43-3,3518,L,0.0029,6400,-5.84304,-53.2126
dipropyl ether,C3H7OC3H7,111-43-3,640,M,0.0022,9100,-6.1193,-75.6616
dipropyl sulfide,C3H7SC3H7,111-47-7,3618,L,0.0033,5700,-5.71383,-47.3924
dipropyl sulfide,C3H7SC3H7,111-47-7,522,M,0.0033,4500,-5.71383,-37.4151
dipropylamine,(C3H7)2NH,142-84-7,3685,M,0.12,8900,-2.12026,-73.9987
dipropylmercury,C6H14Hg,628-85-3,2577,Q,0.00056,4600,-7.48757,-38.2465
endrin,C12H8Cl6O,72-20-8,2814,M,1.8,4600,0.587787,-38.2465
ethanal,CH3CHO,75-07-0,1154,X,0.017,4500,-4.07454,-37.4151
ethanal,CH3CHO,75-07-0,1525,L,0.13,5700,-2.04022,-47.3924
ethanal,CH3CHO,75-07-0,1945,L,0.13,5900,-2.04022,-49.0553
ethanal,CH3CHO,75-07-0,2524,M,0.15,6400,-1.89712,-53.2126
ethanal,CH3CHO,75-07-0,2626,L,0.13,5900,-2.04022,-49.0553
ethanal,CH3CHO,75-07-0,3215,M,0.17,5600,-1.77196,-46.561
ethanal,CH3CHO,75-07-0,3245,L,0.13,5900,-2.04022,-49.0553
ethanal,CH3CHO,75-07-0,3500,L,0.13,5900,-2.04022,-49.0553
ethanal,CH3CHO,75-07-0,3518,L,0.15,5600,-1.89712,-46.561
ethanal,CH3CHO,75-07-0,483,M,0.12,5800,-2.12026,-48.2239
ethanal,CH3CHO,75-07-0,484,M,0.12,6300,-2.12026,-52.3811
ethanal,CH3CHO,75-07-0,617,M,0.13,5700,-2.04022,-47.3924
ethanal,CH3CHO,75-07-0,630,M,0.17,5000,-1.77196,-41.5723
ethanal,CH3CHO,75-07-0,747,L,0.14,5600,-1.96611,-46.561
ethanal,CH3CHO,75-07-0,usepa82,X,0.17,4700,-1.77196,-39.078
ethanamine,C2H5NH2,75-04-7,190,L,0.35,3600,-1.04982,-29.9321
ethane,C2H6,74-84-0,1498,L,1.9e-05,2300,-10.8711,-19.1233
ethane,C2H6,74-84-0,190,L,1.8e-05,2400,-10.9251,-19.9547
ethane,C2H6,74-84-0,1945,L,1.9e-05,2400,-10.8711,-19.9547
ethane,C2H6,74-84-0,2013,M,2e-05,2300,-10.8198,-19.1233
ethane,C2H6,74-84-0,2105,L,1.9e-05,2400,-10.8711,-19.9547
ethane,C2H6,74-84-0,2375,V,1.7e-05,2000,-10.9823,-16.6289
ethane,C2H6,74-84-0,2626,L,1.9e-05,2400,-10.8711,-19.9547
ethane,C2H6,74-84-0,2834,M,1.8e-05,2400,-10.9251,-19.9547
ethane,C2H6,74-84-0,3245,L,1.9e-05,2400,-10.8711,-19.9547
ethane,C2H6,74-84-0,3500,L,1.9e-05,2400,-10.8711,-19.9547
ethane,C2H6,74-84-0,3601,M,1.8e-05,2700,-10.9251,-22.449
ethane,C2H6,74-84-0,3673,L,1.9e-05,2300,-10.8711,-19.1233
ethane,C2H6,74-84-0,3734,M,1.8e-05,2700,-10.9251,-22.449
ethane,C2H6,74-84-0,3783,M,1.7e-05,2100,-10.9823,-17.4604
ethane,C2H6,74-84-0,379,?,1.8e-05,2400,-10.9251,-19.9547
ethane,C2H6,74-84-0,3799,M,2e-05,2400,-10.8198,-19.9547
ethane,C2H6,74-84-0,3811,?,1.9e-05,2300,-10.8711,-19.1233
ethane,C2H6,74-84-0,3855,L,1.9e-05,2300,-10.8711,-19.1233
ethane,C2H6,74-84-0,491,M,1.9e-05,2300,-10.8711,-19.1233
ethanedial,OHCCHO,107-22-2,2401,M,4100,7500,8.31874,-62.3585
ethanedial,OHCCHO,107-22-2,2626,L,4100,7500,8.31874,-62.3585
ethanedial,OHCCHO,107-22-2,3245,L,4100,7500,8.31874,-62.3585
ethanedial,OHCCHO,107-22-2,3500,L,4100,7500,8.31874,-62.3585
ethanedioic acid,HOOCCOOH,144-62-7,1925,V,7.1e+06,9800,15.7756,-81.4817
ethanedioic acid,HOOCCOOH,144-62-7,2231,V,31000,7300,10.3417,-60.6956
ethanenitrile,CH3CN,75-05-8,1525,L,0.51,4000,-0.673345,-33.2579
ethanenitrile,CH3CN,75-05-8,1943,L,0.5,4100,-0.693147,-34.0893
ethanenitrile,CH3CN,75-05-8,1945,L,0.52,4000,-0.653926,-33.2579
ethanenitrile,CH3CN,75-05-8,2524,M,0.52,4000,-0.653926,-33.2579
ethanenitrile,CH3CN,75-05-8,2626,L,0.52,4000,-0.653926,-33.2579
ethanenitrile,CH3CN,75-05-8,2891,M,0.6,6300,-0.510826,-52.3811
ethanenitrile,CH3CN,75-05-8,3245,L,0.52,4000,-0.653926,-33.2579
ethanenitrile,CH3CN,75-05-8,3500,L,0.52,4000,-0.653926,-33.2579
ethanenitrile,CH3CN,75-05-8,3518,L,0.49,4300,-0.71335,-35.7522
ethanenitrile,CH3CN,75-05-8,3609,M,0.32,3300,-1.13943,-27.4377
ethanenitrile,CH3CN,75-05-8,3621,L,0.38,4200,-0.967584,-34.9207
ethanenitrile,CH3CN,75-05-8,483,M,0.48,3900,-0.733969,-32.4264
ethanenitrile,CH3CN,75-05-8,617,M,0.53,4100,-0.634878,-34.0893
ethanenitrile,CH3CN,75-05-8,629,L,0.47,3500,-0.755023,-29.1006
ethanenitrile,CH3CN,75-05-8,632,M,0.53,4100,-0.634878,-34.0893
ethanethiol,C2H5SH,75-08-1,1945,L,0.0028,3700,-5.87814,-30.7635
ethanethiol,C2H5SH,75-08-1,2626,L,0.0028,3700,-5.87814,-30.7635
ethanethiol,C2H5SH,75-08-1,3245,L,0.0028,3700,-5.87814,-30.7635
ethanethiol,C2H5SH,75-08-1,3500,L,0.0028,3700,-5.87814,-30.7635
ethanethiol,C2H5SH,75-08-1,3556,M,0.0024,2800,-6.03229,-23.2805
ethanethiol,C2H5SH,75-08-1,3618,L,0.0023,3500,-6.07485,-29.1006
ethanethiol,C2H5SH,75-08-1,522,M,0.0028,3700,-5.87814,-30.7635
ethanoic acid,CH3COOH,64-19-7,1525,L,46,6300,3.82864,-52.3811
ethanoic acid,CH3COOH,64-19-7,1945,L,40,6200,3.68888,-51.5497
ethanoic acid,CH3COOH,64-19-7,2230,M,54,8300,3.98898,-69.01
ethanoic acid,CH3COOH,64-19-7,2626,L,40,6200,3.68888,-51.5497
ethanoic acid,CH3COOH,64-19-7,3245,L,40,6200,3.68888,-51.5497
ethanoic acid,CH3COOH,64-19-7,3500,L,40,6200,3.68888,-51.5497
ethanoic acid,CH3COOH,64-19-7,3674,T,48,6400,3.8712,-53.2126
ethanoic acid,CH3COOH,64-19-7,511,M,40,6300,3.68888,-52.3811
ethanoic acid,CH3COOH,64-19-7,76,T,87,6400,4.46591,-53.2126
ethanoic acid,CH3COOH,64-19-7,usepa82,X,9.7,4900,2.27213,-40.7409
ethanoic peroxyacid,CH3COOOH,79-21-0,1525,L,7.3,5600,1.98787,-46.561
ethanoic peroxyacid,CH3COOOH,79-21-0,2626,L,8.3,5300,2.11626,-44.0667
